market	base_date	date_bfr	sales_bfr	date_aftr	sales_aftr	diff_days	delta	RN
1	2008-10-30	2008-10-29	1.34766110176195	2008-10-31	1.38539664592545	2	0.0188677720817501	1
1	2008-11-02	2008-11-01	1.30110365348124	2008-11-03	1.29616208957621	2	-0.00247078195251493	1
1	2008-11-05	2008-11-04	1.30246940552038	2008-11-06	1.30875410841474	2	0.00314235144718	1
1	2008-11-23	2008-11-22	1.36411749880073	2008-11-24	1.33225976556594	2	-0.015928866617395	1
1	2008-11-25	2008-11-24	1.33225976556594	2008-11-26	1.3100561767812	2	-0.01110179439237	1
1	2008-11-27	2008-11-26	1.3100561767812	2008-11-28	1.31454598556705	2	0.00224490439292502	1
1	2008-12-01	2008-11-30	1.26756401112455	2008-12-02	1.15196212593178	2	-0.057800942596385	1
1	2008-12-04	2008-12-03	1.15232451074911	2008-12-05	1.18695241189708	2	0.017313950573985	1
1	2008-12-08	2008-12-07	1.1590830594943	2008-12-09	1.16957345644031	2	0.00524519847300498	1
1	2008-12-19	2008-12-18	1.1566582721964	2008-12-20	1.17116244363689	2	0.00725208572024494	1
1	2008-12-22	2008-12-21	1.15550384313883	2008-12-23	1.18962205096118	2	0.0170591039111749	1
1	2008-12-26	2008-12-25	1.17054703613573	2008-12-27	1.18164716546951	2	0.00555006466689001	1
1	2008-12-29	2008-12-28	1.1574049987196	2008-12-30	1.14736500476316	2	-0.00501999697821998	1
1	2008-12-31	2008-12-30	1.14736500476316	2009-01-01	1.16205012503912	2	0.00734256013797996	1
1	2009-01-10	2009-01-09	1.14624211522518	2009-01-11	1.11529168264123	2	-0.015475216291975	1
1	2009-01-22	2009-01-21	1.16756522472914	2009-01-23	1.19949215318674	2	0.0159634642288	1
1	2009-01-27	2009-01-26	1.17424689493575	2009-01-28	1.20732832619526	2	0.016540715629755	1
1	2009-02-07	2009-02-06	1.27316321045942	2009-02-08	1.22244716228603	2	-0.025358024086695	1
1	2009-02-15	2009-02-14	1.2307008598242	2009-02-16	1.18628551181982	2	-0.02220767400219	1
1	2009-03-12	2009-03-11	1.20435187950104	2009-03-13	1.24250973285371	2	0.019078926676335	1
1	2009-03-19	2009-03-18	1.23918059856962	2009-03-20	1.28353818293708	2	0.02217879218373	1
1	2009-04-01	2009-03-31	1.16357118408988	2009-04-02	1.275459368908	2	0.0559440924090601	1
1	2009-04-10	2009-04-09	1.26709374125054	2009-04-11	1.26795632269725	2	0.000431290723354905	1
1	2009-04-14	2009-04-13	1.22040650657116	2009-04-15	1.20503995669729	2	-0.00768327493693499	1
1	2009-04-17	2009-04-16	1.19429379319833	2009-04-18	1.19622692321818	2	0.00096656500992498	1
1	2009-04-23	2009-04-22	1.15826544565875	2009-04-24	1.1854204243675	2	0.013577489354375	1
1	2009-04-25	2009-04-24	1.1854204243675	2009-04-26	1.16558515463765	2	-0.00991763486492503	1
1	2009-05-02	2009-05-01	1.32652058113943	2009-05-03	1.30840629951189	2	-0.00905714081377007	1
1	2009-05-13	2009-05-12	1.37516347276118	2009-05-14	1.36451347123457	2	-0.005325000763305	1
1	2009-05-15	2009-05-14	1.36451347123457	2009-05-16	1.39642276897848	2	0.0159546488719551	1
1	2009-05-18	2009-05-17	1.3793005780084	2009-05-19	1.38016557868277	2	0.000432500337185004	1
1	2009-06-01	2009-05-31	1.32302972576186	2009-06-02	1.42342461076119	2	0.0501974424996651	1
1	2009-06-10	2009-06-09	1.4532085937477	2009-06-11	1.44972171895713	2	-0.00174343739528493	1
1	2009-06-29	2009-06-28	1.45422501396898	2009-06-30	1.45714002193662	2	0.00145750398381994	1
1	2009-07-12	2009-07-11	1.49240390225716	2009-07-13	1.46936842527173	2	-0.011517738492715	1
1	2009-07-14	2009-07-13	1.46936842527173	2009-07-15	1.49052712419558	2	0.010579349461925	1
1	2009-07-16	2009-07-15	1.49052712419558	2009-07-17	1.55219375016507	2	0.030833312984745	1
1	2009-07-18	2009-07-17	1.55219375016507	2009-07-19	1.54012075705016	2	-0.00603649655745497	1
1	2009-07-21	2009-07-20	1.53158448925464	2009-07-22	1.51989138683824	2	-0.00584655120819999	1
1	2009-07-23	2009-07-22	1.51989138683824	2009-07-24	1.55135913267036	2	0.01573387291606	1
1	2009-08-02	2009-08-01	1.62248027423569	2009-08-03	1.58477196958836	2	-0.0188541523236651	1
1	2009-08-04	2009-08-03	1.58477196958836	2009-08-05	1.57104027110807	2	-0.00686584924014499	1
1	2009-08-09	2009-08-08	1.60863960788038	2009-08-10	1.58785704321408	2	-0.01039128233315	1
1	2009-08-15	2009-08-14	1.62351171626345	2009-08-16	1.61776818948643	2	-0.00287176338851003	1
1	2009-08-22	2009-08-21	1.68285198602838	2009-08-23	1.65742196843543	2	-0.0127150087964749	1
1	2009-09-21	2009-09-20	1.42492373738003	2009-09-22	1.43393707097884	2	0.00450666679940492	1
1	2009-09-29	2009-09-28	1.38607255784857	2009-09-30	1.39237671404425	2	0.00315207809784002	1
1	2009-10-16	2009-10-15	1.22581515488343	2009-10-17	1.25541419787485	2	0.0147995214957101	1
1	2009-10-18	2009-10-17	1.25541419787485	2009-10-19	1.19066898971872	2	-0.0323726040780651	1
1	2009-10-30	2009-10-29	1.24027367587675	2009-10-31	1.29471791107244	2	0.027222117597845	1
1	2009-11-04	2009-11-03	1.17639102696765	2009-11-05	1.15578253251569	2	-0.01030424722598	1
1	2009-11-11	2009-11-10	1.13480362203123	2009-11-12	1.08558011403601	2	-0.0246117539976101	1
1	2009-11-30	2009-11-29	1.10557363053948	2009-12-01	1.00548936028298	2	-0.0500421351282501	1
1	2009-12-02	2009-12-01	1.00548936028298	2009-12-03	1.01955538413831	2	0.00703301192766503	1
1	2009-12-08	2009-12-07	1.0211047353441	2009-12-09	1.00908294572669	2	-0.00601089480870498	1
1	2009-12-13	2009-12-12	1.07004480523143	2009-12-14	1.05392039525293	2	-0.00806220498925003	1
1	2009-12-18	2009-12-17	1.04433859610418	2009-12-19	1.07493885302578	2	0.0153001284608	1
1	2009-12-22	2009-12-21	1.04621581860585	2009-12-23	1.04226577393753	2	-0.00197502233415991	1
1	2010-01-04	2010-01-03	1.05036917547656	2010-01-05	1.02564004894005	2	-0.0123645632682551	1
1	2010-01-20	2010-01-19	1.08100646437824	2010-01-21	1.08404205745897	2	0.00151779654036499	1
1	2010-01-24	2010-01-23	1.09405467818315	2010-01-25	1.04711769863787	2	-0.0234684897726399	1
1	2010-01-30	2010-01-29	1.04985518725424	2010-01-31	1.00167639853457	2	-0.024089394359835	1
1	2010-02-08	2010-02-07	1.0118845299887	2010-02-09	1.01317529274779	2	0.000645381379544951	1
1	2010-02-15	2010-02-14	1.05770732127129	2010-02-16	1.06277122138361	2	0.00253195005616003	1
1	2010-02-21	2010-02-20	1.13953419488927	2010-02-22	1.11935660555515	2	-0.01008879466706	1
1	2010-03-06	2010-03-05	1.1735650071118	2010-03-07	1.12189094257544	2	-0.02583703226818	1
1	2010-03-12	2010-03-11	1.11479451984115	2010-03-13	1.12797328478365	2	0.00658938247125007	1
1	2010-03-15	2010-03-14	1.11375493567544	2010-03-16	1.11655293392263	2	0.00139899912359509	1
1	2010-03-19	2010-03-18	1.1002640713137	2010-03-20	1.14845675375552	2	0.02409634122091	1
1	2010-03-25	2010-03-24	1.08825281549882	2010-03-26	1.12528873441776	2	0.01851795945947	1
1	2010-03-27	2010-03-26	1.12528873441776	2010-03-28	1.10315635552604	2	-0.01106618944586	1
1	2010-04-05	2010-04-04	1.18022684461409	2010-04-06	1.1795903211412	2	-0.000318261736445002	1
1	2010-04-20	2010-04-19	1.25663114367142	2010-04-21	1.27948473805275	2	0.0114267971906651	1
1	2010-04-25	2010-04-24	1.34836306366408	2010-04-26	1.31194492235854	2	-0.01820907065277	1
1	2010-05-10	2010-05-09	1.39958462375024	2010-05-11	1.39497356498091	2	-0.00230552938466499	1
1	2010-05-20	2010-05-19	1.38908126518752	2010-05-21	1.41676198065637	2	0.013840357734425	1
1	2010-05-26	2010-05-25	1.38562816888907	2010-05-27	1.37870377187861	2	-0.00346219850523	1
1	2010-06-05	2010-06-04	1.4414413947995	2010-06-06	1.41532311496872	2	-0.01305913991539	1
1	2010-06-16	2010-06-15	1.40135464565928	2010-06-17	1.40805489300949	2	0.00335012367510501	1
1	2010-06-18	2010-06-17	1.40805489300949	2010-06-19	1.43070279338308	2	0.011323950186795	1
1	2010-06-24	2010-06-23	1.43500103635537	2010-06-25	1.45450087990309	2	0.00974992177386003	1
1	2010-06-26	2010-06-25	1.45450087990309	2010-06-27	1.43724975770955	2	-0.00862556109677004	1
1	2010-07-01	2010-06-30	1.41965468426483	2010-07-02	1.52926268784705	2	0.05480400179111	1
1	2010-07-07	2010-07-06	1.43912955370334	2010-07-08	1.4310569636673	2	-0.00403629501801994	1
1	2010-07-13	2010-07-12	1.46612040376159	2010-07-14	1.4649071859568	2	-0.000606608902395056	1
1	2010-07-30	2010-07-29	1.46670105241394	2010-07-31	1.49787269163554	2	0.0155858196108	1
1	2010-08-02	2010-08-01	1.57777234578204	2010-08-03	1.58009897538939	2	0.00116331480367493	1
1	2010-08-07	2010-08-06	1.63211429110872	2010-08-08	1.58793863592393	2	-0.022087827592395	1
1	2010-08-18	2010-08-17	1.66916232278215	2010-08-19	1.65498231916092	2	-0.00709000181061492	1
1	2010-08-28	2010-08-27	1.64779625191666	2010-08-29	1.62218613811635	2	-0.012805056900155	1
1	2010-09-07	2010-09-06	1.55926148342013	2010-09-08	1.54648589829503	2	-0.00638779256254995	1
1	2010-09-23	2010-09-22	1.67410794948018	2010-09-24	1.69680975676545	2	0.011350903642635	1
1	2010-09-28	2010-09-27	1.66631939304935	2010-09-29	1.70977889944322	2	0.0217297531969349	1
1	2010-10-02	2010-10-01	1.54813782425117	2010-10-03	1.50853181125038	2	-0.019803006500395	1
1	2010-10-04	2010-10-03	1.50853181125038	2010-10-05	1.50147765096427	2	-0.00352708014305503	1
1	2010-10-22	2010-10-21	1.56027276796688	2010-10-23	1.59412163013825	2	0.016924431085685	1
1	2010-10-30	2010-10-29	1.59956393673657	2010-10-31	1.54915700243992	2	-0.025203467148325	1
1	2010-11-02	2010-11-01	1.44322931994093	2010-11-03	1.44726882321378	2	0.00201975163642498	1
1	2010-11-05	2010-11-04	1.46936727657937	2010-11-06	1.53956547324816	2	0.0350990983343951	1
1	2010-11-13	2010-11-12	1.60640162808615	2010-11-14	1.58983030959467	2	-0.00828565924573998	1
1	2010-12-01	2010-11-30	1.63572698489356	2010-12-02	1.48332180381791	2	-0.0762025905378251	1
1	2010-12-13	2010-12-12	1.48178844442584	2010-12-14	1.4779095356881	2	-0.00193945436887	1
1	2010-12-30	2010-12-29	1.61618336205989	2010-12-31	1.65374533277322	2	0.0187809853566649	1
1	2011-01-02	2011-01-01	1.6357825039486	2011-01-03	1.6277019060931	2	-0.00404029892775004	1
1	2011-01-14	2011-01-13	1.66613915930768	2011-01-15	1.71870760039178	2	0.02628422054205	1
1	2011-01-16	2011-01-15	1.71870760039178	2011-01-17	1.6785081799927	2	-0.02009971019954	1
1	2011-01-21	2011-01-20	1.67055849474584	2011-01-22	1.68495450522563	2	0.007198005239895	1
1	2011-01-23	2011-01-22	1.68495450522563	2011-01-24	1.63988488363889	2	-0.0225348107933701	1
1	2011-01-25	2011-01-24	1.63988488363889	2011-01-26	1.6302713935586	2	-0.004806745040145	1
1	2011-02-07	2011-02-06	1.56072672943355	2011-02-08	1.53802865195759	2	-0.01134903873798	1
1	2011-02-09	2011-02-08	1.53802865195759	2011-02-10	1.54369460528053	2	0.00283297666146998	1
1	2011-03-08	2011-03-07	1.61152734884548	2011-03-09	1.62695103094736	2	0.00771184105094003	1
1	2011-03-11	2011-03-10	1.63019001986782	2011-03-12	1.62888179516764	2	-0.000654112350090053	1
1	2011-03-16	2011-03-15	1.58176323191406	2011-03-17	1.56106657864508	2	-0.01034832663449	1
1	2011-03-27	2011-03-26	1.58263227176445	2011-03-28	1.54960828148428	2	-0.0165119951400851	1
1	2011-04-02	2011-04-01	1.65637944705743	2011-04-03	1.632005000595	2	-0.012187223231215	1
1	2011-04-16	2011-04-15	1.67506326489346	2011-04-17	1.62822973454764	2	-0.02341676517291	1
1	2011-04-21	2011-04-20	1.63247407650462	2011-04-22	1.68263445658179	2	0.025080190038585	1
1	2011-04-23	2011-04-22	1.68263445658179	2011-04-24	1.66771857971808	2	-0.00745793843185494	1
1	2011-04-28	2011-04-27	1.65160194296179	2011-04-29	1.6886184590868	2	0.018508258062505	1
1	2011-05-06	2011-05-05	1.76691111338194	2011-05-07	1.80606083795564	2	0.01957486228685	1
1	2011-05-17	2011-05-16	1.7618634964479	2011-05-18	1.75747834321708	2	-0.00219257661541006	1
1	2011-05-19	2011-05-18	1.75747834321708	2011-05-20	1.75650766990401	2	-0.00048533665653494	1
1	2011-06-04	2011-06-03	1.80283889653066	2011-06-05	1.7613098383777	2	-0.0207645290764801	1
1	2011-06-10	2011-06-09	1.76422152408917	2011-06-11	1.82970758838129	2	0.03274303214606	1
1	2011-06-12	2011-06-11	1.82970758838129	2011-06-13	1.83347363717777	2	0.00188302439823995	1
1	2011-06-17	2011-06-16	1.82111002535577	2011-06-18	1.84713816618735	2	0.0130140704157901	1
1	2011-06-20	2011-06-19	1.8064697287181	2011-06-21	1.79417828688001	2	-0.00614572091904497	1
1	2011-06-23	2011-06-22	1.80521675152169	2011-06-24	1.86340361360085	2	0.0290934310395801	1
1	2011-06-25	2011-06-24	1.86340361360085	2011-06-26	1.82741182661378	2	-0.017995893493535	1
1	2011-07-05	2011-07-04	1.92778652253355	2011-07-06	1.93884493262154	2	0.00552920504399501	1
1	2011-07-15	2011-07-14	1.95177800589248	2011-07-16	1.99153454990981	2	0.019878272008665	1
1	2011-08-02	2011-08-01	1.99615664650576	2011-08-03	2.00157521447787	2	0.00270928398605497	1
1	2011-08-11	2011-08-10	1.96866943177068	2011-08-12	2.01506952482757	2	0.0232000465284449	1
1	2011-08-22	2011-08-21	1.98859810471525	2011-08-23	1.97853672656033	2	-0.00503068907745996	1
1	2011-08-27	2011-08-26	2.00418372677763	2011-08-28	1.97418483418275	2	-0.01499944629744	1
1	2011-09-02	2011-09-01	1.84863315001353	2011-09-03	1.86831033976606	2	0.00983859487626504	1
1	2011-09-17	2011-09-16	1.81536612107627	2011-09-18	1.77802304792743	2	-0.01867153657442	1
1	2011-09-30	2011-09-29	1.71610830264181	2011-10-01	1.54738231270073	2	-0.08436299497054	1
1	2011-10-06	2011-10-05	1.54085539458223	2011-10-07	1.55299961011625	2	0.00607210776700995	1
1	2011-10-11	2011-10-10	1.52703255349998	2011-10-12	1.51193180442616	2	-0.00755037453690999	1
1	2011-10-14	2011-10-13	1.50196457853388	2011-10-15	1.50356579232378	2	0.000800606894949984	1
1	2011-10-17	2011-10-16	1.4708177999682	2011-10-18	1.46493651066961	2	-0.002940644649295	1
1	2011-10-31	2011-10-30	1.39242042468763	2011-11-01	1.27100529516731	2	-0.0607075647601599	1
1	2011-11-06	2011-11-05	1.26772984982135	2011-11-07	1.20855949184101	2	-0.02958517899017	1
1	2011-11-14	2011-11-13	1.14708970385616	2011-11-15	1.16818252601734	2	0.01054641108059	1
1	2011-11-17	2011-11-16	1.18189850316442	2011-11-18	1.2176453497563	2	0.01787342329594	1
1	2011-11-19	2011-11-18	1.2176453497563	2011-11-20	1.22125764503355	2	0.00180614763862497	1
1	2011-11-21	2011-11-20	1.22125764503355	2011-11-22	1.26622532305613	2	0.02248383901129	1
1	2011-11-27	2011-11-26	1.35604652627638	2011-11-28	1.32138846645357	2	-0.0173290299114049	1
1	2011-12-01	2011-11-30	1.32569048495872	2011-12-02	1.27362736538065	2	-0.026031559789035	1
1	2011-12-25	2011-12-24	1.31677552842774	2011-12-26	1.29849260925657	2	-0.00914145958558499	1
1	2012-01-01	2011-12-31	1.33762925062508	2012-01-02	1.31367629280012	2	-0.01197647891248	1
1	2012-01-19	2012-01-18	1.2779771256958	2012-01-20	1.31151568150373	2	0.0167692779039651	1
1	2012-01-27	2012-01-26	1.27141140258751	2012-01-28	1.31526481056416	2	0.021926703988325	1
1	2012-02-07	2012-02-06	1.25880622624758	2012-02-08	1.23966495235823	2	-0.00957063694467508	1
1	2012-02-14	2012-02-13	1.21062803382048	2012-02-15	1.23070428902833	2	0.010038127603925	1
1	2012-02-29	2012-02-28	1.2443115784454	2012-03-01	1.26737386726314	2	0.01153114440887	1
1	2012-03-04	2012-03-03	1.33187460861812	2012-03-05	1.30110400699468	2	-0.01538530081172	1
1	2012-03-08	2012-03-07	1.31647689697286	2012-03-09	1.35684109817418	2	0.0201821006006601	1
1	2012-03-18	2012-03-17	1.41383105458705	2012-03-19	1.39379086434128	2	-0.010020095122885	1
1	2012-03-24	2012-03-23	1.42486597862154	2012-03-25	1.39232095710667	2	-0.0162725107574351	1
1	2012-03-29	2012-03-28	1.39141286227421	2012-03-30	1.45764779440005	2	0.0331174660629201	1
1	2012-04-06	2012-04-05	1.56370785429333	2012-04-07	1.58971300290663	2	0.01300257430665	1
1	2012-05-08	2012-05-07	1.55438268463579	2012-05-09	1.57965127481577	2	0.01263429508999	1
1	2012-05-10	2012-05-09	1.57965127481577	2012-05-11	1.59754715251694	2	0.00894793885058498	1
1	2012-05-15	2012-05-14	1.58719083859731	2012-05-16	1.57856507464109	2	-0.00431288197810997	1
1	2012-05-20	2012-05-19	1.57278458143109	2012-05-21	1.54838640041885	2	-0.01219909050612	1
1	2012-06-01	2012-05-31	1.54484079197993	2012-06-02	1.66636117644047	2	0.06076019223027	1
1	2012-06-05	2012-06-04	1.63732196108597	2012-06-06	1.64442687798682	2	0.00355245845042507	1
1	2012-06-08	2012-06-07	1.65357872017504	2012-06-09	1.70162940174061	2	0.024025340782785	1
1	2012-06-16	2012-06-15	1.77116155820074	2012-06-17	1.75667269628565	2	-0.00724443095754501	1
1	2012-06-18	2012-06-17	1.75667269628565	2012-06-19	1.75597537387113	2	-0.00034866120726007	1
1	2012-06-23	2012-06-22	1.78315340064019	2012-06-24	1.73922306979825	2	-0.0219651654209699	1
1	2012-06-30	2012-06-29	1.79252103382201	2012-07-01	1.87058894074759	2	0.03903395346279	1
1	2012-07-02	2012-07-01	1.87058894074759	2012-07-03	1.89017329267245	2	0.00979217596242998	1
1	2012-07-08	2012-07-07	1.9493554020223	2012-07-09	1.89555726837262	2	-0.02689906682484	1
1	2012-07-11	2012-07-10	1.88615747449526	2012-07-12	1.88782126505112	2	0.000831895277929928	1
1	2012-07-17	2012-07-16	1.86996574871296	2012-07-18	1.89033196614528	2	0.01018310871616	1
1	2012-07-19	2012-07-18	1.89033196614528	2012-07-20	1.91831387029975	2	0.013990952077235	1
1	2012-07-22	2012-07-21	1.90752382680043	2012-07-23	1.88199618769111	2	-0.01276381955466	1
1	2012-07-30	2012-07-29	1.89389767336556	2012-07-31	1.90887476474159	2	0.00748854568801505	1
1	2012-08-03	2012-08-02	2.00920550694517	2012-08-04	2.04824658452788	2	0.0195205387913551	1
1	2012-08-24	2012-08-23	2.07306663402613	2012-08-25	2.094074034362	2	0.0105037001679349	1
1	2012-09-07	2012-09-06	1.9572902357487	2012-09-08	1.96073194265306	2	0.00172085345217998	1
1	2012-09-09	2012-09-08	1.96073194265306	2012-09-10	1.95409264307766	2	-0.00331964978770005	1
1	2012-09-16	2012-09-15	1.98413502269533	2012-09-17	1.9724665979071	2	-0.00583421239411497	1
1	2012-10-06	2012-10-05	1.81843988965586	2012-10-07	1.77465895084212	2	-0.02189046940687	1
1	2012-10-11	2012-10-10	1.78017795571216	2012-10-12	1.81380297511844	2	0.01681250970314	1
1	2012-10-13	2012-10-12	1.81380297511844	2012-10-14	1.79271676604358	2	-0.0105431045374299	1
1	2012-11-10	2012-11-09	1.74143709650145	2012-11-11	1.70487809774289	2	-0.0182794993792801	1
1	2012-11-27	2012-11-26	1.67910732959439	2012-11-28	1.65760552991101	2	-0.01075089984169	1
1	2012-11-30	2012-11-29	1.6672206219467	2012-12-01	1.59982321086486	2	-0.03369870554092	1
1	2012-12-02	2012-12-01	1.59982321086486	2012-12-03	1.57645575605063	2	-0.011683727407115	1
1	2012-12-05	2012-12-04	1.59028759666232	2012-12-06	1.60937373606844	2	0.00954306970305996	1
1	2012-12-09	2012-12-08	1.649566801022	2012-12-10	1.61408610958292	2	-0.01774034571954	1
1	2012-12-27	2012-12-26	1.7333203871705	2012-12-28	1.748847601077	2	0.00776360695324996	1
1	2012-12-29	2012-12-28	1.748847601077	2012-12-30	1.7206662149909	2	-0.01409069304305	1
1	2013-01-05	2013-01-04	1.75004389791824	2013-01-06	1.71346003814615	2	-0.018291929886045	1
1	2013-01-11	2013-01-10	1.72158936823695	2013-01-12	1.77323331106525	2	0.02582197141415	1
1	2013-01-18	2013-01-17	1.74669999644023	2013-01-19	1.77631451936241	2	0.0148072614610899	1
1	2013-01-22	2013-01-21	1.73217845896462	2013-01-23	1.70081441338827	2	-0.015682022788175	1
1	2013-02-01	2013-01-31	1.70576146456757	2013-02-02	1.72001963755048	2	0.00712908649145494	1
1	2013-02-07	2013-02-06	1.69346326862526	2013-02-08	1.70176300627092	2	0.00414986882282997	1
1	2013-02-12	2013-02-11	1.66817050026722	2013-02-13	1.66213220802043	2	-0.00301914612339504	1
1	2013-02-14	2013-02-13	1.66213220802043	2013-02-15	1.67975701731328	2	0.00881240464642508	1
1	2013-02-18	2013-02-17	1.67494717858802	2013-02-19	1.71903635901412	2	0.0220445902130501	1
1	2013-02-22	2013-02-21	1.7067765522378	2013-02-23	1.71928385492833	2	0.00625365134526501	1
1	2013-03-01	2013-02-28	1.65099057279977	2013-03-02	1.71428312761187	2	0.03164627740605	1
1	2013-03-03	2013-03-02	1.71428312761187	2013-03-04	1.71193867279038	2	-0.00117222741074496	1
1	2013-03-18	2013-03-17	1.66001374558533	2013-03-19	1.68498020977611	2	0.0124832320953899	1
1	2013-04-01	2013-03-31	1.63232921700348	2013-04-02	1.69272534148829	2	0.030198062242405	1
1	2013-04-25	2013-04-24	1.67980225956248	2013-04-26	1.7208493064565	2	0.02052352344701	1
1	2013-04-28	2013-04-27	1.71718974033487	2013-04-29	1.67667472529718	2	-0.0202575075188449	1
1	2013-05-05	2013-05-04	1.80953257657428	2013-05-06	1.77962186249592	2	-0.0149553570391801	1
1	2013-05-13	2013-05-12	1.79599211118442	2013-05-14	1.80533657082399	2	0.00467222981978499	1
1	2013-06-01	2013-05-31	1.82350251639238	2013-06-02	1.88409676621348	2	0.03029712491055	1
1	2013-06-03	2013-06-02	1.88409676621348	2013-06-04	1.90450671989148	2	0.010204976839	1
1	2013-06-07	2013-06-06	1.91600342330941	2013-06-08	1.91358422901095	2	-0.00120959714923008	1
1	2013-06-24	2013-06-23	1.93665361159787	2013-06-25	1.94459584930833	2	0.00397111885522994	1
1	2013-07-05	2013-07-04	2.02178056940873	2013-07-06	2.05532357815882	2	0.0167715043750449	1
1	2013-07-07	2013-07-06	2.05532357815882	2013-07-08	2.06967320449916	2	0.0071748131701701	1
1	2013-07-16	2013-07-15	2.0159789378494	2013-07-17	1.99393404685222	2	-0.01102244549859	1
1	2013-07-18	2013-07-17	1.99393404685222	2013-07-19	2.03776186576263	2	0.0219139094552051	1
1	2013-07-24	2013-07-23	2.01229692247121	2013-07-25	2.03699824485577	2	0.0123506611922799	1
1	2013-07-26	2013-07-25	2.03699824485577	2013-07-27	2.07664987110462	2	0.0198258131244251	1
1	2013-07-28	2013-07-27	2.07664987110462	2013-07-29	2.05007241067963	2	-0.0132887302124951	1
1	2013-08-13	2013-08-12	2.21362371239972	2013-08-14	2.20381472043347	2	-0.00490449598312481	1
1	2013-08-15	2013-08-14	2.20381472043347	2013-08-16	2.22419610189896	2	0.0101906907327449	1
1	2013-08-29	2013-08-28	2.20964765030044	2013-08-30	2.2673566568188	2	0.02885450325918	1
