date;market;advert;sales_indx;NA_marker;Q_NA_marker;Q_NA
17.01.2008;2;0;1.08057724493722;0;3;1
17.01.2008;3;0;1.13125580066072;0;4;1
17.01.2008;4;0;;1;2;1
17.01.2008;5;0;;1;3;1
17.01.2008;6;0;1.01628080979879;0;4;1
17.01.2008;7;0;0.9832397967237371;0;3;1
17.01.2008;8;0;0.968798382307294;0;3;1
18.01.2008;1;0;1.09456062030588;0;6;1
18.01.2008;2;0;1.12885084179421;0;3;1
18.01.2008;3;0;1.16069166486946;0;4;1
18.01.2008;4;0;;1;3;1
18.01.2008;5;0;1.0785619472304302;0;3;1
18.01.2008;6;0;1.0363761231898199;0;4;1
18.01.2008;7;0;1.00831209071304;0;3;1
18.01.2008;8;0;1.00147703211956;0;3;1
19.01.2008;1;0;1.0930379414313;0;6;1
19.01.2008;2;0;1.14134917783112;0;3;1
19.01.2008;3;0;1.17614827536559;0;4;1
19.01.2008;4;0;;1;4;1
19.01.2008;5;0;1.09270369458528;0;3;1
19.01.2008;6;0;;1;5;1
19.01.2008;7;0;1.0150805706411;0;3;1
19.01.2008;8;0;;1;4;1
20.01.2008;1;0;;1;7;1
20.01.2008;2;0;;1;4;1
20.01.2008;3;0;1.1486699173436599;0;4;1
20.01.2008;4;0;1.14653348556716;0;4;1
20.01.2008;5;0;1.07316019802458;0;3;1
20.01.2008;6;0;1.0115750390520601;0;5;1
20.01.2008;7;0;0.981420509396799;0;3;1
20.01.2008;8;0;0.998035790276015;0;4;1
21.01.2008;1;0;1.07431490785887;0;7;1
21.01.2008;2;0;1.10413304923736;0;4;1
21.01.2008;3;0;1.1518620657512801;0;4;1
21.01.2008;4;0;1.158805721206;0;4;1
21.01.2008;5;0;;1;4;1
21.01.2008;6;0;1.00699836026845;0;5;1
21.01.2008;7;0;;1;4;1
21.01.2008;8;0;;1;5;1
22.01.2008;1;0;1.09302160648914;0;7;1
22.01.2008;2;0;1.09400767951854;0;4;1
22.01.2008;3;0;1.15133073141157;0;4;1
22.01.2008;4;0;;1;5;1
22.01.2008;5;0;1.1087976234738601;0;4;1
22.01.2008;6;0;1.00341759040836;0;5;1
22.01.2008;7;0;0.9774271923331278;0;4;1
22.01.2008;8;0;;1;6;1
23.01.2008;1;0;1.1096273490396;0;7;1
23.01.2008;2;0;1.09432238553108;0;4;1
23.01.2008;3;0;;1;5;1
23.01.2008;4;0;;1;6;1
23.01.2008;5;0;1.1216175459470101;0;4;1
23.01.2008;6;0;0.9973001660578691;0;5;1
23.01.2008;7;0;0.9849217595143871;0;4;1
23.01.2008;8;0;0.975771585412064;0;6;1
24.01.2008;1;0;1.09983216774411;0;7;1
24.01.2008;2;0;1.08815576215652;0;4;1
24.01.2008;3;0;1.16452083745273;0;5;1
24.01.2008;4;0;1.15018464772409;0;6;1
24.01.2008;5;0;;1;5;1
24.01.2008;6;0;;1;6;1
24.01.2008;7;0;;1;5;1
24.01.2008;8;0;0.969299813147234;0;6;1
25.01.2008;1;0;1.1206012560887;0;7;1
25.01.2008;2;0;1.12064380299953;0;4;1
25.01.2008;3;0;1.17710850474578;0;5;1
25.01.2008;4;0;1.17219877899726;0;6;1
25.01.2008;5;0;;1;6;1
25.01.2008;6;0;1.00965147969171;0;6;1
25.01.2008;7;0;1.0213528515797299;0;5;1
25.01.2008;8;0;0.98371557016314;0;6;1
26.01.2008;1;0;1.13603135076588;0;7;1
26.01.2008;2;0;;1;5;1
26.01.2008;3;0;1.16487751222613;0;5;1
26.01.2008;4;0;1.17685198659674;0;6;1
26.01.2008;5;0;;1;7;1
26.01.2008;6;0;;1;7;1
26.01.2008;7;0;1.02202752509738;0;5;1
26.01.2008;8;0;0.975833609016267;0;6;1
27.01.2008;1;0;1.11476084701185;0;7;1
27.01.2008;2;0;;1;6;1
27.01.2008;3;0;1.1204390362760501;0;5;1
27.01.2008;4;0;1.15360026251525;0;6;1
27.01.2008;5;0;1.14851260033719;0;7;1
27.01.2008;6;0;0.98165563802872;0;7;1
27.01.2008;7;0;;1;6;1
27.01.2008;8;0;0.9300869471473241;0;6;1
28.01.2008;1;0;1.09488481731933;0;7;1
28.01.2008;2;0;1.08190716517249;0;6;1
28.01.2008;3;0;1.12013637875568;0;5;1
28.01.2008;4;0;;1;7;1
28.01.2008;5;0;1.15582127407916;0;7;1
28.01.2008;6;0;0.96950653480875;0;7;1
28.01.2008;7;0;0.9822487181543771;0;6;1
28.01.2008;8;0;;1;7;1
29.01.2008;1;0;1.0817188691787;0;7;1
29.01.2008;2;0;1.0698927050198002;0;6;1
29.01.2008;3;0;1.11483597579904;0;5;1
29.01.2008;4;0;1.13982733142116;0;7;1
29.01.2008;5;0;1.15756275182537;0;7;1
29.01.2008;6;0;0.947727508745822;0;7;1
29.01.2008;7;0;0.980978982534846;0;6;1
29.01.2008;8;0;0.932197415932027;0;7;1
30.01.2008;1;0;;1;8;1
30.01.2008;2;0;1.06494361570235;0;6;1
30.01.2008;3;0;1.12210169370528;0;5;1
30.01.2008;4;0;1.12419722279497;0;7;1
30.01.2008;5;0;1.1572141803943001;0;7;1
30.01.2008;6;0;0.9307300107461409;0;7;1
30.01.2008;7;0;0.9828732287392521;0;6;1
30.01.2008;8;0;0.9223057102541959;0;7;1
31.01.2008;1;0;1.07106068112388;0;8;1
31.01.2008;2;0;1.06953524754765;0;6;1
31.01.2008;3;0;1.11207079165512;0;5;1
31.01.2008;4;0;1.11361621089301;0;7;1
31.01.2008;5;0;1.16127313074241;0;7;1
31.01.2008;6;0;0.926133183486325;0;7;1
31.01.2008;7;0;;1;7;1
31.01.2008;8;0;0.922251725894925;0;7;1
01.02.2008;1;0;1.09987009702116;0;8;1
01.02.2008;2;0;1.10191066723835;0;6;1
01.02.2008;3;0;;1;6;1
01.02.2008;4;0;;1;8;1
01.02.2008;5;0;1.19579327710076;0;7;1
01.02.2008;6;0;0.9549102778593109;0;7;1
01.02.2008;7;0;1.04648390094501;0;7;1
01.02.2008;8;0;0.95776827964471;0;7;1
02.02.2008;1;0;;1;9;1
02.02.2008;2;0;1.10103649446234;0;6;1
02.02.2008;3;0;1.13902299864547;0;6;1
02.02.2008;4;0;1.13914997607824;0;8;1
02.02.2008;5;0;1.19535402006791;0;7;1
02.02.2008;6;0;0.947467428119629;0;7;1
02.02.2008;7;0;;1;8;1
02.02.2008;8;0;0.9465575587915059;0;7;1
03.02.2008;1;0;;1;10;1
03.02.2008;2;0;1.0888462298494699;0;6;1
03.02.2008;3;0;1.1085855813620902;0;6;1
03.02.2008;4;0;1.11902239647902;0;8;1
03.02.2008;5;0;;1;8;1
03.02.2008;6;0;0.9172845845695121;0;7;1
03.02.2008;7;0;0.9936702616291719;0;8;1
03.02.2008;8;1;1.0743235783140899;0;7;1
04.02.2008;1;0;1.05088778093634;0;10;1
04.02.2008;2;0;1.0834072928755;0;6;1
04.02.2008;3;0;;1;7;1
04.02.2008;4;0;1.12556859220423;0;8;1
04.02.2008;5;0;1.16728848415621;0;8;1
04.02.2008;6;0;0.9155547596279592;0;7;1
04.02.2008;7;0;0.9909078023210071;0;8;1
04.02.2008;8;0;;1;8;1
05.02.2008;1;0;1.04038258453012;0;10;1
05.02.2008;2;0;1.0695612591982;0;6;1
05.02.2008;3;0;;1;8;1
05.02.2008;4;0;1.12760149956904;0;8;1
05.02.2008;5;0;1.15953854035276;0;8;1
05.02.2008;6;0;0.8998014427238491;0;7;1
05.02.2008;7;0;0.9860703568958721;0;8;1
05.02.2008;8;0;0.9447682604312059;0;8;1
06.02.2008;1;0;1.0329102362345;0;10;1
06.02.2008;2;0;1.0737945447914399;0;6;1
06.02.2008;3;0;1.09925854137874;0;8;1
06.02.2008;4;0;1.13676041193266;0;8;1
06.02.2008;5;0;1.16356591524605;0;8;1
06.02.2008;6;0;0.895962071154812;0;7;1
06.02.2008;7;0;0.985635717492971;0;8;1
06.02.2008;8;0;0.909209270680518;0;8;1
07.02.2008;1;0;1.0318999843263499;0;10;1
07.02.2008;2;0;1.07991279758596;0;6;1
07.02.2008;3;0;1.0973124282259799;0;8;1
07.02.2008;4;0;1.14172416390146;0;8;1
07.02.2008;5;0;;1;9;1
07.02.2008;6;0;0.888654471869287;0;7;1
07.02.2008;7;0;0.9938014728900608;0;8;1
07.02.2008;8;0;0.894444777307789;0;8;1
08.02.2008;1;0;1.0533370398621;0;10;1
08.02.2008;2;0;1.12692729469306;0;6;1
08.02.2008;3;0;1.12864950302998;0;8;1
08.02.2008;4;0;1.16665802200301;0;8;1
08.02.2008;5;0;1.18709984647779;0;9;1
08.02.2008;6;0;0.9215325852696701;0;7;1
08.02.2008;7;0;1.02000931625983;0;8;1
08.02.2008;8;0;0.921148223661591;0;8;1
09.02.2008;1;0;1.0634970138227;0;10;1
09.02.2008;2;0;1.14410171963821;0;6;1
09.02.2008;3;0;1.13164937437727;0;8;1
09.02.2008;4;0;1.1715037737320901;0;8;1
09.02.2008;5;0;1.18433713289557;0;9;1
09.02.2008;6;0;0.9226900384364242;0;7;1
09.02.2008;7;0;;1;9;1
09.02.2008;8;0;;1;9;1
10.02.2008;1;0;1.04053687430572;0;10;1
10.02.2008;2;0;1.1172046959894701;0;6;1
10.02.2008;3;0;1.09176136145511;0;8;1
10.02.2008;4;0;1.1428036242647799;0;8;1
10.02.2008;5;0;1.15127991314279;0;9;1
10.02.2008;6;0;0.8815077123875721;0;7;1
10.02.2008;7;0;0.9786425417642359;0;9;1
10.02.2008;8;0;0.906713911402009;0;9;1
11.02.2008;1;0;1.0178090720391701;0;10;1
11.02.2008;2;0;;1;7;1
11.02.2008;3;0;1.0816197512321999;0;8;1
11.02.2008;4;0;;1;9;1
11.02.2008;5;0;1.14326280846029;0;9;1
11.02.2008;6;0;;1;8;1
11.02.2008;7;0;0.9817899869062521;0;9;1
11.02.2008;8;0;;1;10;1
12.02.2008;1;0;0.9989368674232421;0;10;1
12.02.2008;2;0;1.10904314212408;0;7;1
12.02.2008;3;0;;1;9;1
12.02.2008;4;0;1.13900723423486;0;9;1
12.02.2008;5;0;1.12611730984337;0;9;1
12.02.2008;6;0;0.8648753921731409;0;8;1
12.02.2008;7;0;0.983955045573167;0;9;1
12.02.2008;8;0;0.933048257011548;0;10;1
13.02.2008;1;0;0.992584622678744;0;10;1
13.02.2008;2;0;;1;8;1
13.02.2008;3;0;1.0703544338636801;0;9;1
13.02.2008;4;0;1.13918182695763;0;9;1
13.02.2008;5;0;1.12131760502571;0;9;1
13.02.2008;6;0;0.857851657979328;0;8;1
13.02.2008;7;0;0.9881256028049341;0;9;1
13.02.2008;8;0;0.953686128420056;0;10;1
14.02.2008;1;0;0.9935999645001949;0;10;1
14.02.2008;2;0;;1;9;1
14.02.2008;3;0;1.08305208145047;0;9;1
14.02.2008;4;0;1.14621202526281;0;9;1
14.02.2008;5;0;1.11036963061928;0;9;1
14.02.2008;6;0;0.856542521735573;0;8;1
14.02.2008;7;0;0.9855090383338571;0;9;1
14.02.2008;8;0;;1;11;1
15.02.2008;1;0;;1;11;1
15.02.2008;2;0;1.1577336309326;0;9;1
15.02.2008;3;0;1.11728604254944;0;9;1
15.02.2008;4;0;;1;10;1
15.02.2008;5;0;1.1403342707225401;0;9;1
15.02.2008;6;0;0.8855523225840899;0;8;1
15.02.2008;7;0;;1;10;1
15.02.2008;8;0;1.01589696486815;0;11;1
16.02.2008;1;0;1.03500823279129;0;11;1
16.02.2008;2;0;1.16854411532806;0;9;1
16.02.2008;3;0;1.1139419387852298;0;9;1
16.02.2008;4;0;1.16996033480646;0;10;1
16.02.2008;5;0;;1;10;1
16.02.2008;6;0;0.8969733157264079;0;8;1
16.02.2008;7;0;1.00783345697674;0;10;1
16.02.2008;8;0;1.0222321902331701;0;11;1
17.02.2008;1;0;1.0098093898865999;0;11;1
17.02.2008;2;0;1.1339353866096;0;9;1
17.02.2008;3;0;;1;10;1
17.02.2008;4;0;1.15301189006145;0;10;1
17.02.2008;5;0;1.12123619069825;0;10;1
17.02.2008;6;0;0.8912473946144721;0;8;1
17.02.2008;7;0;0.9693855613141841;0;10;1
17.02.2008;8;0;1.00722616762136;0;11;1
18.02.2008;1;0;1.02217068852162;0;11;1
18.02.2008;2;0;1.13090214186077;0;9;1
18.02.2008;3;0;;1;11;1
18.02.2008;4;0;;1;11;1
18.02.2008;5;0;;1;11;1
18.02.2008;6;0;0.914926378816314;0;8;1
18.02.2008;7;0;;1;11;1
18.02.2008;8;0;1.03144437664875;0;11;1
19.02.2008;1;0;1.0152565397459299;0;11;1
19.02.2008;2;0;1.1202615829775802;0;9;1
19.02.2008;3;0;1.0717854675126999;0;11;1
19.02.2008;4;0;;1;12;1
19.02.2008;5;0;;1;12;1
19.02.2008;6;0;0.929072188037537;0;8;1
19.02.2008;7;0;0.9617558829211821;0;11;1
19.02.2008;8;0;1.0374768416651299;0;11;1
20.02.2008;1;0;1.01400292457217;0;11;1
20.02.2008;2;0;1.13713106520251;0;9;1
20.02.2008;3;0;1.07695438646474;0;11;1
20.02.2008;4;0;1.16148371926015;0;12;1
20.02.2008;5;0;1.13147869210364;0;12;1
20.02.2008;6;0;;1;9;1
20.02.2008;7;0;;1;12;1
20.02.2008;8;0;1.04857510868077;0;11;1
21.02.2008;1;0;1.00889531828316;0;11;1
21.02.2008;2;0;1.14330396454179;0;9;1
21.02.2008;3;0;;1;12;1
21.02.2008;4;0;1.1685026799313798;0;12;1
21.02.2008;5;0;1.13043274949381;0;12;1
21.02.2008;6;0;0.9590128247773381;0;9;1
21.02.2008;7;0;0.973866555115877;0;12;1
21.02.2008;8;0;1.0388311720628;0;11;1
22.02.2008;1;0;1.0344383396007502;0;11;1
22.02.2008;2;0;1.1832174466876202;0;9;1
22.02.2008;3;0;1.10648691060446;0;12;1
22.02.2008;4;0;;1;13;1
22.02.2008;5;0;;1;13;1
22.02.2008;6;0;0.9738576298483771;0;9;1
22.02.2008;7;0;;1;13;1
22.02.2008;8;0;1.06482449655202;0;11;1
23.02.2008;1;0;1.0265190003131701;0;11;1
23.02.2008;2;0;1.19270689791528;0;9;1
23.02.2008;3;0;1.11827128211018;0;12;1
23.02.2008;4;0;1.21403801935558;0;13;1
23.02.2008;5;0;1.14806150719816;0;13;1
23.02.2008;6;0;0.976457872548773;0;9;1
23.02.2008;7;0;1.0103447935366399;0;13;1
23.02.2008;8;0;;1;12;1
24.02.2008;1;0;;1;12;1
24.02.2008;2;0;1.1613563294544398;0;9;1
24.02.2008;3;0;1.09685763769582;0;12;1
24.02.2008;4;0;;1;14;1
24.02.2008;5;0;1.11809859831198;0;13;1
24.02.2008;6;0;0.9459271034740141;0;9;1
24.02.2008;7;0;0.976346403946907;0;13;1
24.02.2008;8;0;1.02161871894482;0;12;1
25.02.2008;1;0;1.02189008619531;0;12;1
25.02.2008;2;0;1.16522345638696;0;9;1
25.02.2008;3;0;1.10525488337361;0;12;1
25.02.2008;4;0;;1;15;1
25.02.2008;5;0;1.13778611033208;0;13;1
25.02.2008;6;0;0.960466977791518;0;9;1
25.02.2008;7;0;0.9765779493385041;0;13;1
25.02.2008;8;0;1.02795107202103;0;12;1
26.02.2008;1;0;1.03664145366543;0;12;1
26.02.2008;2;0;;1;10;1
26.02.2008;3;0;;1;13;1
26.02.2008;4;0;1.1712304279483101;0;15;1
26.02.2008;5;0;1.1455519129971101;0;13;1
26.02.2008;6;0;0.9788003125219642;0;9;1
26.02.2008;7;0;0.977617610153663;0;13;1
26.02.2008;8;0;;1;13;1
27.02.2008;1;0;1.0279241377069999;0;12;1
27.02.2008;2;0;;1;11;1
27.02.2008;3;0;1.12297894082069;0;13;1
27.02.2008;4;0;1.1588806588473701;0;15;1
27.02.2008;5;0;1.1512997688768603;0;13;1
27.02.2008;6;0;;1;10;1
27.02.2008;7;0;;1;14;1
27.02.2008;8;0;1.03630276342896;0;13;1
28.02.2008;1;0;;1;13;1
28.02.2008;2;0;1.16386691391887;0;11;1
28.02.2008;3;0;1.1267657617079099;0;13;1
28.02.2008;4;0;1.13740272986875;0;15;1
28.02.2008;5;0;1.1480454927793702;0;13;1
28.02.2008;6;0;0.958974089168795;0;10;1
28.02.2008;7;0;0.958226805878926;0;14;1
28.02.2008;8;0;1.0364276880376;0;13;1
29.02.2008;1;0;1.04085632380501;0;13;1
29.02.2008;2;0;1.1929967681209;0;11;1
29.02.2008;3;0;1.15883509529945;0;13;1
29.02.2008;4;0;1.16885042035985;0;15;1
29.02.2008;5;0;1.1912363734455;0;13;1
29.02.2008;6;0;0.99027829465924;0;10;1
29.02.2008;7;0;0.982272759823341;0;14;1
29.02.2008;8;0;1.0644637533347199;0;13;1
01.03.2008;1;0;;1;14;1
01.03.2008;2;0;1.18644740588261;0;11;1
01.03.2008;3;0;1.16478273220484;0;13;1
01.03.2008;4;0;1.1636833321926499;0;15;1
01.03.2008;5;0;;1;14;1
01.03.2008;6;0;0.989238429059592;0;10;1
01.03.2008;7;0;0.9902695313266251;0;14;1
01.03.2008;8;0;;1;14;1
02.03.2008;1;0;0.9872880654067511;0;14;1
02.03.2008;2;0;1.1755302513152601;0;11;1
02.03.2008;3;0;1.15733679789143;0;13;1
02.03.2008;4;0;1.14428716407593;0;15;1
02.03.2008;5;0;1.17235567979949;0;14;1
02.03.2008;6;0;0.9750573948626371;0;10;1
02.03.2008;7;0;0.9919069909246321;0;14;1
02.03.2008;8;0;1.0312094022876601;0;14;1
03.03.2008;1;0;0.988964844422597;0;14;1
03.03.2008;2;0;1.18030821252644;0;11;1
03.03.2008;3;0;1.14870962873198;0;13;1
03.03.2008;4;0;1.14565167636249;0;15;1
03.03.2008;5;0;1.1548606325451498;0;14;1
03.03.2008;6;0;0.9796429513153342;0;10;1
03.03.2008;7;0;1.0063025027235;0;14;1
03.03.2008;8;0;;1;15;1
04.03.2008;1;0;1.0026471421351801;0;14;1
04.03.2008;2;0;1.1909180779325301;0;11;1
04.03.2008;3;0;1.14492114098934;0;13;1
04.03.2008;4;0;;1;16;1
04.03.2008;5;0;;1;15;1
04.03.2008;6;0;0.9822358739865029;0;10;1
04.03.2008;7;0;1.0224960356908799;0;14;1
04.03.2008;8;0;;1;16;1
05.03.2008;1;0;1.006795909193;0;14;1
05.03.2008;2;0;1.19358984470348;0;11;1
05.03.2008;3;0;1.1447763150252;0;13;1
05.03.2008;4;0;;1;17;1
05.03.2008;5;0;;1;16;1
05.03.2008;6;0;0.9786972670338879;0;10;1
05.03.2008;7;0;1.03513463877782;0;14;1
05.03.2008;8;0;1.02131612691645;0;16;1
06.03.2008;1;0;;1;15;1
06.03.2008;2;0;1.18249768924403;0;11;1
06.03.2008;3;0;1.1385110474008102;0;13;1
06.03.2008;4;0;1.11006595025344;0;17;1
06.03.2008;5;0;1.1681369043756498;0;16;1
06.03.2008;6;0;0.9791573198902459;0;10;1
06.03.2008;7;0;1.04412641558403;0;14;1
06.03.2008;8;0;;1;17;1
07.03.2008;1;0;;1;16;1
07.03.2008;2;0;1.21691944670077;0;11;1
07.03.2008;3;0;1.1503591825789;0;13;1
07.03.2008;4;0;1.1452781510991599;0;17;1
07.03.2008;5;0;1.2077143388262699;0;16;1
07.03.2008;6;0;1.02270093338102;0;10;1
07.03.2008;7;0;1.0734714319160201;0;14;1
07.03.2008;8;0;1.05065523612622;0;17;1
08.03.2008;1;0;1.01868079708524;0;16;1
08.03.2008;2;0;1.20627148774329;0;11;1
08.03.2008;3;0;1.1272888723996102;0;13;1
08.03.2008;4;0;1.14838030538994;0;17;1
08.03.2008;5;0;1.1914566563045201;0;16;1
08.03.2008;6;0;;1;11;1
08.03.2008;7;0;;1;15;1
08.03.2008;8;0;1.0478122916991501;0;17;1
09.03.2008;1;0;0.989895428594892;0;16;1
09.03.2008;2;0;1.1749719896773898;0;11;1
09.03.2008;3;0;1.0962614706118001;0;13;1
09.03.2008;4;0;1.13481926775527;0;17;1
09.03.2008;5;0;;1;17;1
09.03.2008;6;0;0.9917527790747479;0;11;1
09.03.2008;7;0;1.0392592545191;0;15;1
09.03.2008;8;0;1.02424698592105;0;17;1
10.03.2008;1;0;0.9938094503264642;0;16;1
10.03.2008;2;0;1.1783334496413997;0;11;1
10.03.2008;3;0;;1;14;1
10.03.2008;4;0;1.14303950930029;0;17;1
10.03.2008;5;0;1.1547913634112101;0;17;1
10.03.2008;6;0;0.9939114242999231;0;11;1
10.03.2008;7;0;1.02063874358881;0;15;1
10.03.2008;8;0;1.02431518566471;0;17;1
11.03.2008;1;0;1.01169309406742;0;16;1
11.03.2008;2;0;;1;12;1
11.03.2008;3;0;1.0720554527617399;0;14;1
11.03.2008;4;0;1.16070362243654;0;17;1
11.03.2008;5;0;1.1773056834164;0;17;1
11.03.2008;6;0;0.9957936942284681;0;11;1
11.03.2008;7;0;;1;16;1
11.03.2008;8;0;;1;18;1
12.03.2008;1;0;1.01479798324031;0;16;1
12.03.2008;2;0;1.17383499542042;0;12;1
12.03.2008;3;0;;1;15;1
12.03.2008;4;0;1.15548769086659;0;17;1
12.03.2008;5;0;1.18984402724231;0;17;1
12.03.2008;6;0;0.9877348006338941;0;11;1
12.03.2008;7;0;1.03365990542298;0;16;1
12.03.2008;8;0;1.02852633853436;0;18;1
13.03.2008;1;0;1.0201393123173101;0;16;1
13.03.2008;2;0;;1;13;1
13.03.2008;3;0;;1;16;1
13.03.2008;4;0;1.1526599387566498;0;17;1
13.03.2008;5;0;1.18846024502031;0;17;1
13.03.2008;6;0;0.989889471823317;0;11;1
13.03.2008;7;0;1.0354145006298001;0;16;1
13.03.2008;8;0;1.03920634789308;0;18;1
14.03.2008;1;0;1.0380079611509399;0;16;1
14.03.2008;2;0;1.20628035535957;0;13;1
14.03.2008;3;0;;1;17;1
14.03.2008;4;0;1.1759810134648898;0;17;1
14.03.2008;5;0;1.21400362727233;0;17;1
14.03.2008;6;0;1.01098940826306;0;11;1
14.03.2008;7;0;1.08198777056426;0;16;1
14.03.2008;8;0;1.10026804245878;0;18;1
15.03.2008;1;0;1.02387804191064;0;16;1
15.03.2008;2;0;1.20707175362711;0;13;1
15.03.2008;3;0;1.06181211975432;0;17;1
